epoch,accuracy,loss,val_accuracy,val_loss
0,0.6595607399940491,1.130845546722412,0.9820154905319214,0.07466777414083481
1,0.8934625387191772,0.34815678000450134,0.9926614761352539,0.03102702461183071
2,0.9242635369300842,0.2490387260913849,0.9946770071983337,0.020442163571715355
3,0.9376744031906128,0.2071516066789627,0.9954004883766174,0.017425835132598877
4,0.9455038905143738,0.18050211668014526,0.9961240291595459,0.014339752495288849
5,0.9507364630699158,0.1649957150220871,0.9961240291595459,0.013936050236225128
6,0.9536563158035278,0.15598738193511963,0.9975193738937378,0.008963100612163544
7,0.9571963548660278,0.14726419746875763,0.9976227283477783,0.008832326158881187
8,0.9570284485816956,0.14573131501674652,0.9969509243965149,0.0111742177978158
9,0.958695113658905,0.139504075050354,0.9961757063865662,0.01077057421207428
10,0.9601808786392212,0.13398073613643646,0.997157633304596,0.010391850024461746
11,0.9620413184165955,0.13073697686195374,0.9977260828018188,0.006849266588687897
12,0.9628036022186279,0.12714190781116486,0.9972093105316162,0.008158481679856777
13,0.9623772501945496,0.1308172643184662,0.9978811144828796,0.007966142147779465
14,0.9654134511947632,0.11913802474737167,0.9976744055747986,0.007386885583400726
15,0.9650904536247253,0.12047672271728516,0.9978811144828796,0.00799102894961834
16,0.9639018177986145,0.1252247393131256,0.9977260828018188,0.00655784597620368
17,0.9661369323730469,0.11773593723773956,0.9980878829956055,0.005636940244585276
18,0.9656201601028442,0.11834759265184402,0.9973126649856567,0.01007898524403572
19,0.9651550650596619,0.12552222609519958,0.9969509243965149,0.010167521424591541
20,0.9674805998802185,0.11635860800743103,0.9975193738937378,0.007715808227658272
21,0.9672480821609497,0.11884735524654388,0.9977777600288391,0.007645040284842253
22,0.9687597155570984,0.11384223401546478,0.9976744055747986,0.008534996770322323
23,0.9664987325668335,0.12090104818344116,0.998397946357727,0.005596830975264311
24,0.9666925072669983,0.1227186918258667,0.9985013008117676,0.004042130429297686
25,0.9667312502861023,0.1188206672668457,0.998191237449646,0.007641604635864496
26,0.967583954334259,0.1182379499077797,0.9978811144828796,0.007034219801425934
27,0.9678294658660889,0.11557513475418091,0.9974676966667175,0.010117456316947937
28,0.9668862819671631,0.12101586163043976,0.9985529780387878,0.005316154100000858
29,0.9688630700111389,0.1131843775510788,0.9974676966667175,0.008394619449973106
