epoch,accuracy,loss,val_accuracy,val_loss
0,0.8213468790054321,0.6079041957855225,0.9918604493141174,0.03198811039328575
1,0.9697868227958679,0.09834973514080048,0.9962790608406067,0.01438066828995943
2,0.9797189831733704,0.06664272397756577,0.9977906942367554,0.010263794101774693
3,0.9843508005142212,0.052427392452955246,0.997325599193573,0.009886323474347591
4,0.9866085052490234,0.04430035129189491,0.9982557892799377,0.005293529015034437
5,0.9880329370498657,0.04188797250390053,0.9987984299659729,0.005125717259943485
6,0.989496111869812,0.037350259721279144,0.9986821413040161,0.0051638344302773476
7,0.9894864559173584,0.03658764809370041,0.9983333349227905,0.004803735762834549
8,0.9908139705657959,0.034061938524246216,0.9991085529327393,0.0037387351039797068
9,0.9909205436706543,0.03333662077784538,0.9985271096229553,0.005603010766208172
10,0.9910368323326111,0.03218653425574303,0.9990310072898865,0.003757958998903632
11,0.9910271167755127,0.032498594373464584,0.9990697503089905,0.0034184777177870274
12,0.9914728403091431,0.03220057114958763,0.9987596869468689,0.004351438023149967
13,0.9915019273757935,0.03315146267414093,0.9982170462608337,0.007567583583295345
14,0.9919186234474182,0.03284713253378868,0.9991085529327393,0.00423987815156579
15,0.992151141166687,0.03207102045416832,0.999302327632904,0.0036432535853236914
16,0.9923158884048462,0.032534778118133545,0.9991860389709473,0.004396036732941866
17,0.9925193786621094,0.03290492296218872,0.998062014579773,0.013947684317827225
18,0.9920639395713806,0.03352474048733711,0.9984883666038513,0.006816605571657419
19,0.9921899437904358,0.03425475209951401,0.9989922642707825,0.004688546061515808
20,0.9924806356430054,0.03548094630241394,0.9990310072898865,0.005058654583990574
21,0.9926550388336182,0.033922966569662094,0.9991472959518433,0.005123342853039503
22,0.9919767379760742,0.03642803430557251,0.9990697503089905,0.005139944609254599
